show_id,type,title,country,release_year,rating,listed_in,description
s2713,TV Show,Herrens veje,Denmark,2018,TV-MA,TV Dramas,A family with a storied history of service to the Church of Denmark fractures under the tyrannical rule and ambition of its hard-driving patriarch.
s6277,TV Show,The Day Will Come,Denmark,2016,TV-14,TV Dramas,"In 1967, two brothers from Copenhagen, Denmark, wind up in an orphanage, where the headmaster's cruel tyranny slowly provokes the kids to push back."
s5996,TV Show,Tayee,Egypt,2018,TV-MA,TV Dramas,An Egyptian doctor becomes a police informant and uses his rare gift of tracking ancient artifacts in the smuggling business.
s7049,TV Show,This Evening,Egypt,2017,TV-14,TV Dramas,The lives of a wealthy couple hiding their marital problems intersect with a group of hackers and the young women they exploit.
s6155,TV Show,The Bonfire of Destiny,France,2019,TV-MA,TV Dramas,"After a devastating fire in 1897 Paris, three women find their lives upended by betrayals, deceptions and romantic turmoil. Inspired by real events."
s7407,TV Show,Versailles,France,2018,TV-MA,TV Dramas,King Louis XIV of France commissions a lavish palace that becomes a fierce battleground for love and politics – and a gilded prison for nobility.
s1278,TV Show,Charité,Germany,2017,TV-MA,TV Dramas,"At Berlin's Charité hospital in 1888, Ida finds romance, a path to her dream job and an inside look into cures for tuberculosis and diphtheria."
s2775,TV Show,Holiday Secrets,Germany,2019,TV-MA,TV Dramas,A Christmas reunion becomes a gateway to the past in this three-part series that explores the intimate complexities of one family's history.
s7356,TV Show,Unorthodox,Germany,2020,TV-MA,TV Dramas,A Hasidic Jewish woman in Brooklyn flees to Berlin from an arranged marriage and is taken in by a group of musicians — until her past comes calling.
s4602,TV Show,Oktoberfest: Beer & Blood,Germany,2020,TV-MA,TV Dramas,"In 1900 Munich, ambitious brewer Curt Prank uses brutal tactics on his quest to build a beer hall that will dominate the city's lucrative Oktoberfest."
s87,TV Show,21 Sarfarosh: Saragarhi 1897,India,2018,TV-14,TV Dramas,"In one of history's greatest last stands, a battalion of 21 Sikh soldiers fights to defend their outpost from attack by over 10,000 Afghans."
s699,TV Show,Badalte Rishton Ki Dastaan,India,2013,TV-14,TV Dramas,"When a man is killed, his wife and his lover – both of whom are pregnant with his children – come under the thumb of his brutal, dictatorial father."
s2332,TV Show,Gabru: Hip Hop Revolution,India,2018,TV-14,TV Dramas,"Three young, aspiring Indian rappers make their way in a cutthroat music industry, dreaming of fame, stardom and ultimate hip-hop domination ."
s3165,TV Show,Jhansi Ki Rani,India,2009,TV-14,TV Dramas,"In British-ruled, 19th-century India, a 14-year-old girl trains as a warrior and becomes a devoted crusader in her country's fight for independence."
s3356,TV Show,Khelti Hai Zindagi Aankh Micholi,India,2013,TV-14,TV Dramas,"The life of a 14-year-old girl is thrown into turmoil when her father dies, forcing her mother to make hard choices for their family."
s4725,TV Show,Paava Kadhaigal,India,2020,TV-MA,TV Dramas,"At times dark, at times disturbing, four short films explore stories of those who dare to dream and desire — and those determined to stand in their way."
s5092,TV Show,Ramayan,India,2012,TV-14,TV Dramas,A prince's divine destiny to rule as a king is thwarted by his stepmother's scheme to put her own child on the throne in this legendary epic.
s5828,TV Show,Stories by Rabindranath Tagore,India,2015,TV-PG,TV Dramas,The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.
s5125,TV Show,Rebellion,Ireland,2016,TV-MA,TV Dramas,"As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule."
s5589,TV Show,Shtisel,Israel,2015,TV-14,TV Dramas,"A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life."
s4013,TV Show,Medici: Masters of Florence,Italy,2019,TV-MA,TV Dramas,"After his father's murder, banking heir Cosimo Medici battles opponents of his artistic, economic and political visions for 15th-century Florence."
s611,TV Show,Atelier,Japan,2015,TV-PG,TV Dramas,"A young ""fabric geek"" lands a job at an upscale Japanese lingerie company – and quickly discovers she'll need help to survive."
s2167,TV Show,FINAL FANTASY XIV Dad of Light,Japan,2017,TV-PG,TV Dramas,A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.
s2216,TV Show,Followers,Japan,2020,TV-MA,TV Dramas,"When an aspiring actress hits it big thanks to a candid Instagram post, the lives of several Tokyo women cross as they struggle to define happiness IRL."
s2717,TV Show,Hibana: Spark,Japan,2016,TV-MA,TV Dramas,A dramatic series about friendship and conflict between two comedians who search for meaning in life and comedy. Based on the prize-winning book.
s4078,TV Show,Midnight Diner,Japan,2014,TV-MA,TV Dramas,"A scarred man operates a midnight diner in the backstreets of Shinjuku. No one knows his name or his story, but his customers each bring him theirs."
s4079,TV Show,Midnight Diner: Tokyo Stories,Japan,2019,TV-MA,TV Dramas,Patrons of an otherwise mundane Japanese diner find simple yet profound connections with one another based on the shared love of a particular dish.
s5371,TV Show,Samurai Gourmet,Japan,2017,TV-PG,TV Dramas,Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires.
s6696,TV Show,The Naked Director,Japan,2019,TV-MA,TV Dramas,"In 1980s Japan, one determined man turned every crushing setback into opportunity. His name was Toru Muranishi, and he revolutionized his industry."
s2971,TV Show,In the Bosom of a Thorn,Kuwait,2019,TV-14,TV Dramas,"After the invasion of Kuwait, a woman’s infant daughter is taken from her. Now, her daughter looks to make her way back home years later."
s1800,TV Show,Dollar,Lebanon,2019,TV-MA,TV Dramas,Beautiful executive assistant Zeina reluctantly teams up with the self-assured Tarek to chase down an elusive dollar bill worth $1 million.
s4808,TV Show,Peasants Rebellion,Lebanon,2018,TV-14,TV Dramas,"In feudalistic Lebanon, farmers revolt against the nobility under the leadership of a revolutionary figure who champions the oppressed."
s1739,TV Show,Dhia Sofea,Malaysia,2015,TV-14,TV Dramas,"After discovering that she was adopted as an infant, a young woman embarks on a perilous quest to connect with her biological mother."
s340,TV Show,Agent,Mauritius,2019,TV-MA,TV Dramas,"A former footballer tries to make it as a player agent in the world of African soccer, but a secret from his past threatens to destroy everything."
s1239,TV Show,Castle and Castle,Nigeria,2018,TV-MA,TV Dramas,"A pair of high-powered, successful lawyers find themselves defending opposite interests of the justice system, causing a strain on their happy marriage."
s1526,TV Show,"Crazy, Lovely, Cool",Nigeria,2018,TV-MA,TV Dramas,"For a group of charismatic undergraduates, the jolting revelations from a campus blog turn surviving university life into a serious matter."
s4617,TV Show,On the Real,Nigeria,2017,TV-MA,TV Dramas,A group of reality stars transitions into their newly achieved fame while dealing with the demands of an obnoxious TV executive and their regular lives.
s5722,TV Show,Sons of the Caliphate,Nigeria,2017,TV-14,TV Dramas,"Three wealthy, power-hungry men tussle for sovereignty amid corrupt politics, passionate desires and family obligations."
s6413,TV Show,The Governor,Nigeria,2016,TV-14,TV Dramas,"When sudden tragedy forces a deputy to step into the role of governor, she faces grueling political and personal tests in order to lead her state."
s479,TV Show,AMO,Philippines,2017,TV-MA,TV Dramas,"Despite the Philippine government's crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption."
s6830,TV Show,The Road to Calvary,Russia,2017,TV-14,TV Dramas,"Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them."
s7238,TV Show,Trotsky,Russia,2017,TV-MA,TV Dramas,The complex historical figure of Leon Trotsky comes to life in this epic biography that depicts the tumultuous life of the Russian revolutionary.
s5968,TV Show,Takki,Saudi Arabia,2014,TV-14,TV Dramas,"In Jeddah, Saudi Arabia, a young aspiring filmmaker and his circle of friends grapple with family expectations, gender roles, romance and rivalry."
s949,TV Show,Black Crows,Saudi Arabia,2017,TV-14,TV Dramas,"This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers."
s6313,TV Show,The Dream Job,Singapore,2016,TV-14,TV Dramas,"A mysterious, wealthy man offers three people a lucrative, unusual job that may be too good to be true: Live the high life as his children and heirs."
s6482,TV Show,The In-Laws,Singapore,2011,TV-14,TV Dramas,"She swore not to meddle in her kids' lives like her mother-in-law meddled in hers. But when her sons get married, that vow proves not so easy to keep."
s6958,TV Show,The Ultimatum,Singapore,2009,TV-14,TV Dramas,"Love and intrigue swirl around two women – one a champion of human rights, the other an ambitious businesswoman – who were switched at birth."
s7129,TV Show,Together,Singapore,2009,TV-14,TV Dramas,"Spanning 30 years, a group of dedicated and diverse friends experiences happiness and hardship in a newly independent Singapore."
s7665,TV Show,World at Your Feet,Singapore,2014,TV-14,TV Dramas,"A group of struggling individuals are united by a love of soccer. At the center is Renxin, a reclusive widower and former coach who needs new hope."
s7710,TV Show,Yes We Can!,Singapore,2014,TV-14,TV Dramas,"When a frustrated businessman starts his own firm, it soon morphs into a way to help senior citizens refresh their dying traditional trades."
s7111,TV Show,Tjovitjo,South Africa,2017,TV-MA,TV Dramas,"Amidst poverty and struggle, a hardened pantsula dance leader enters a dark space and searches for redemption and salvation in his community."
s2011,TV Show,Entangled,South Korea,2014,TV-14,TV Dramas,"When the children of two families become friends, they begin to unravel a horrific crime in the past that already linked their fathers to each other."
s1043,TV Show,Bonus Family,Sweden,2019,TV-MA,TV Dramas,"A new couple, their exes and their children navigate the emotional challenges and tricky logistics of blended family life in this Swedish dramedy."
s1179,TV Show,Caliphate,Sweden,2020,TV-MA,TV Dramas,"An impending ISIS attack on Sweden entangles a group of women, including a mother in a bind, a spirited student and an ambitious cop."
s236,TV Show,A Taiwanese Tale of Two Cities,Taiwan Area,2018,TV-MA,TV Dramas,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters."
s240,TV Show,A Thousand Goodnights,Taiwan Area,2019,TV-14,TV Dramas,"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way."
s242,TV Show,A Touch of Green,Taiwan Area,2016,TV-MA,TV Dramas,"Amid the turmoil of China's civil war, families of Kuomintang pilots face the pain of leaving their homes but find strength in their shared bonds."
s1645,TV Show,Days We Stared at the Sun,Taiwan Area,2017,TV-MA,TV Dramas,A model student resorts to violence after witnessing greed and corruption wreak havoc on his life.
s3496,TV Show,La Grande Chaumière Violette,Taiwan Area,2016,TV-14,TV Dramas,"Reminiscing about his youth in Taiwan's turbulent 1920s, Guo Xuehu reflects on his passion for art, a friendship with a painter – and a doomed romance."
s7561,TV Show,What She Put on the Table,Taiwan Area,2017,TV-14,TV Dramas,"Based on the life of TV chef Fu Pei-mei, this drama follows two women – one rich, the other poor – who fortuitously cross paths in 1950s Taiwan."
s1145,TV Show,Burned Cocoon,Turkey,2005,TV-MA,TV Dramas,"A secret marriage unites two families – one wealthy and traditional, the other bankrupt and modern – and is threatened by the resulting conflicts."
s2033,TV Show,Ethos,Turkey,2020,TV-MA,TV Dramas,A group of individuals in Istanbul transcend sociocultural boundaries and find connection as their fears and wishes intertwine.
s7754,TV Show,Yunus Emre,Turkey,2016,TV-PG,TV Dramas,"During the Mongol invasions, Yunus Emre leaves his home to travel across the Ottoman Empire, defying hardships and temptations to become a dervish."
s6766,TV Show,The Platform,United Arab Emirates,2020,TV-14,TV Dramas,"A programming genius builds a fact-finding, truth-seeking internet portal while reckoning with trouble at home."
s2243,TV Show,Forget Me Not,United Kingdom,2011,TV-MA,TV Dramas,"Teenage Xue Ming was forced to marry the man who raped her. Years after abandoning her young sons to find a better life, can she escape the guilt?"
s3761,TV Show,Love Is in the Air,United Kingdom,2010,TV-14,TV Dramas,"Toprak, who lost her baby, is hired as a wet nurse for wealthy Yusuf's motherless son. Yusuf is drawn to Toprak, but also to her scheming sister."
s6323,TV Show,The Eddy,United Kingdom,2020,TV-MA,TV Dramas,"The owner of a Paris jazz club gets tangled up with dangerous criminals as he fights to protect his business, his band and his teenage daughter."
s2220,TV Show,Footprints in the Sand,United States,2011,TV-14,TV Dramas,"Familial bonds strain as dramas concerning love, greed, business and generosity simmer across generations."
s2677,TV Show,Heartbreak High,Australia,1999,TV-14,Kid & Teen TV Shows ,A crash course on the turbulence of being a teen is always on the schedule for the students at Hartley High School in this 1990s series set in Sydney.
s540,TV Show,Anne with an E,Canada,2019,TV-PG,Kid & Teen TV Shows ,"A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables."""
s1688,TV Show,Degrassi: Next Class,Canada,2017,TV-14,Kid & Teen TV Shows ,"Degrassi's next generation of high-tech newbies and returning students navigates real-world high school drama. If you're a teen, this is your life."
s6778,TV Show,The Prince of Tennis ~ Match! Tennis Juniors ~,China,2019,TV-PG,Kid & Teen TV Shows ,A tennis whiz beats the odds to excel on the court while juggling school and inspiring teammates. Based on the hit manga series by Takeshi Konomi.
s5486,TV Show,Selection Day,India,2018,TV-14,Kid & Teen TV Shows ,Two teen cricket prodigies struggle against their overbearing father and a system stacked against them to realize their own ambitions and identities.
s669,TV Show,Baby,Italy,2020,TV-MA,Kid & Teen TV Shows ,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives."
s4047,TV Show,Merlí,Spain,2015,TV-MA,Kid & Teen TV Shows ,"An unconventional high school philosophy teacher upsets a few parents and staff, romances others and inspires all his pupils, including his gay son."
s1199,TV Show,Candy Online,Taiwan Area,2019,TV-MA,Kid & Teen TV Shows ,"When a wardrobe malfunction goes viral, a bubbly live streamer struggles to navigate her classmates' cruel judgment and the small town she lives in."
s4989,TV Show,Project S The Series,Thailand,2017,TV-MA,Kid & Teen TV Shows ,"Sports and friendship intertwine in tales of a volleyball team, an autistic badminton player, a skateboarder with depression and an archery-club crush."
s6962,TV Show,The Underclass,Thailand,2020,TV-MA,Kid & Teen TV Shows ,"After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity."
s3743,TV Show,Love 101,Turkey,2020,TV-MA,Kid & Teen TV Shows ,"While trying to make their teacher fall for a basketball coach, four misfits and a model student find friendship, love and the courage to be themselves."
s2437,TV Show,Glitch,Australia,2019,TV-MA,TV Horror & Thrillers,A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.
s941,TV Show,Bitten,Canada,2016,TV-MA,TV Horror & Thrillers,"Elena Michaels tries to stray from the pack of werewolves that turned her into a monster, but her efforts are thwarted by a string of grisly murders."
s4767,TV Show,Paranormal,Egypt,2020,TV-14,TV Horror & Thrillers,"After a skeptical hematologist is plunged into a series of inexplicable events, he unwillingly becomes the go-to-guy for paranormal investigations."
s3942,TV Show,Marianne,France,2019,TV-MA,TV Horror & Thrillers,"Lured back to her hometown, a famous horror writer discovers that the evil spirit who plagues her dreams is now wreaking havoc in the real world."
s6818,TV Show,The Returned,France,2015,TV-MA,TV Horror & Thrillers,"On returning home and finding they're believed to be dead, a collection of near-strangers from the same village try to find a reason for their plight."
s7389,TV Show,Vampires,France,2020,TV-MA,TV Horror & Thrillers,"A Paris teen who's half human, half vampire grapples with her emerging powers and family turmoil as she's pursued by a secret vampire community."
s2407,TV Show,GHOUL,India,2018,TV-MA,TV Horror & Thrillers,"When a new prisoner at a military detention center exhibits eerie behavior, a young interrogator’s search for the truth becomes a battle for survival."
s1555,TV Show,Curon,Italy,2020,TV-MA,TV Horror & Thrillers,"After 17 years, a woman returns home with her teenage twins. When she mysteriously vanishes, her children must reckon with a shadowy family legacy."
s576,TV Show,Ares,Netherlands,2020,TV-MA,TV Horror & Thrillers,"Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret."
s4376,TV Show,Mystic Whispers,Singapore,2014,TV-14,TV Horror & Thrillers,"After a car accident enables a young woman to hear mysterious sounds, she meets a mortician. Together, they listen to ghosts and try to help them."
s189,TV Show,A House of Blocks,Taiwan Area,2017,TV-PG,TV Horror & Thrillers,"Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost."
s1721,TV Show,Detention,Taiwan Area,2020,TV-MA,TV Horror & Thrillers,A tormented student uncovers unsettling secrets at her remote high school as betrayal and a paranormal encounter upend her life.
s2956,TV Show,Immortals,Turkey,2018,TV-MA,TV Horror & Thrillers,"Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality."
s6726,TV Show,The Order,United States,2020,TV-MA,TV Horror & Thrillers,"Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic."
s5460,TV Show,Secret City,Australia,2016,TV-MA,TV Horror & Thrillers,A student's protest leads to a government scandal that has personal and professional repercussions for one of Australia's toughest journalists.
s3034,TV Show,Into the Night,Belgium,2020,TV-MA,TV Horror & Thrillers,Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.
s5956,TV Show,Tabula Rasa,Belgium,2017,TV-MA,TV Horror & Thrillers,"When a young woman with amnesia becomes a key figure in a missing persons case, she must reconstruct her memories to clear her name."
s3417,TV Show,Kissing Game,Brazil,2020,TV-MA,TV Horror & Thrillers,"At a high school in a rural, isolated ranching community, families panic when teens contract a mysterious ""kissing disease"" that quickly spreads."
s6216,TV Show,The Chosen One,Brazil,2019,TV-MA,TV Horror & Thrillers,"Determined to bring a Zika vaccine to the remote Pantanal, three doctors clash with a faith healer and are pulled deeper into the mysteries of his cult."
s863,TV Show,Between,Canada,2016,TV-14,TV Horror & Thrillers,"After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them."
s6799,TV Show,The Rain,Denmark,2020,TV-MA,TV Horror & Thrillers,"Six years after a brutal virus wipes out most of Scandinavia's population, two siblings join a band of young survivors seeking safety – and answers."
s1775,TV Show,Disappearance,Egypt,2018,TV-MA,TV Horror & Thrillers,"A university lecturer in Russia returns to Egypt after her husband's sudden disappearance, uncovering further mysteries the more she investigates."
s4226,TV Show,More to Say,Egypt,2018,TV-14,TV Horror & Thrillers,"After her son dies in an accident, a legal consultant is forced to prove her innocence when she's accused of his murder."
s4687,TV Show,Osmosis,France,2019,TV-MA,TV Horror & Thrillers,"In near-future Paris, two brilliant siblings unveil a high-tech implant designed to pair up soul mates. But the beta test yields unwelcome surprises."
s7501,TV Show,We Are the Wave,Germany,2019,TV-MA,TV Horror & Thrillers,"A mysterious classmate leads four idealistic teens in a revolt against a rising tide of nationalistic fervor, but their movement takes a dark turn."
s3597,TV Show,Leila,India,2019,TV-MA,TV Horror & Thrillers,"In a near-future world where an oppressive regime segregates society, one woman skirts the system to search for the daughter taken from her years ago."
s5111,TV Show,Re:Mind,Japan,2017,TV-MA,TV Horror & Thrillers,"Eleven high school classmates awaken, restrained to a large dining room. While fearing for their lives, they question a motive to this bizarre act."
s5944,TV Show,Switched,Japan,2018,TV-MA,TV Horror & Thrillers,"High schooler Ayumi's perfect world evaporates when her envious classmate Zenko somehow steals her body, her boyfriend and her life."
s3185,TV Show,Jinn,Jordan,2019,TV-MA,TV Horror & Thrillers,"On a field trip to Petra, two jinns – one good, the other evil – enter the human realm, turning high school into a supernatural battleground."
s7119,TV Show,To the Lake,Russia,2020,TV-MA,TV Horror & Thrillers,"Facing the end of civilization when a terrifying plague strikes, a group risks their lives, loves — and humanity — in a brutal struggle to survive."
s986,TV Show,Blood & Water,South Africa,2020,TV-MA,TV Horror & Thrillers,"After crossing paths at a party, a Cape Town teen sets out to prove whether a private-school swimming star is her sister who was abducted at birth."
s6850,TV Show,The School Nurse Files,South Korea,2020,TV-MA,TV Horror & Thrillers,"Wielding a light-up sword through the dark corners of a high school, a nurse with an unusual gift protects students from monsters only she can see."
s4614,TV Show,On Children,Taiwan Area,2018,TV-14,TV Horror & Thrillers,"These uncanny tales reveal a world where individuals face the tragic consequences of social pressure, parental oppression and family dysfunction."
s6391,TV Show,The Ghost Bride,Taiwan Area,2020,TV-14,TV Horror & Thrillers,"In 1890s Malacca, Li Lan finds herself in the afterlife and becomes mired in a mystery linked to the sinister, deceased son of a wealthy family."
s2422,TV Show,Girl from Nowhere,Thailand,2018,TV-MA,TV Horror & Thrillers,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn."
s6,TV Show,46,Turkey,2016,TV-MA,TV Horror & Thrillers,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect."
s6394,TV Show,The Gift,Turkey,2020,TV-MA,TV Horror & Thrillers,A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.
s1,TV Show,3%,Brazil,2020,TV-MA,TV Sci-Fi & Fantasy & Mysteries,"In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor."
s4612,TV Show,Omniscient,Brazil,2020,TV-MA,TV Sci-Fi & Fantasy & Mysteries,"In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder."
s2594,TV Show,Handsome Siblings,China,2020,TV-14,TV Sci-Fi & Fantasy & Mysteries,"Clashing martial arts twins face relentless villains, thorny romance and brotherly rivalry as their troubled pasts catch up to them."
s932,TV Show,Biohackers,Germany,2020,TV-MA,TV Sci-Fi & Fantasy & Mysteries,A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.
s1737,TV Show,Dharmakshetra,India,2014,TV-PG,TV Sci-Fi & Fantasy & Mysteries,"After the ancient Great War, the god Chitragupta oversees a trial to determine who were the battle's true heroes and villains."
s1065,TV Show,Bountiful Blessings,Singapore,2011,TV-14,TV Sci-Fi & Fantasy & Mysteries,"A former mortal who is now the Kitchen God cooks up celestial turmoil when he impregnates and opens a restaurant with his beloved, reincarnated wife."
s985,TV Show,Blood & Treasures,Thailand,2016,TV-14,TV Sci-Fi & Fantasy & Mysteries,"Condemned by a centuries-old vow to protect her kingdom's treasures, an embittered spirit returns to seek justice against the man who wronged her."
s3953,TV Show,Marseille,France,2018,TV-MA,TV Horror & Thrillers,The longtime mayor of Marseille is preparing to hand over the reins to his protégé when a sudden and ruthless battle erupts for control of the city.
s6896,TV Show,The Spy,France,2019,TV-MA,TV Horror & Thrillers,"In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad."
s1333,TV Show,Children of Adam,Lebanon,2020,TV-14,TV Horror & Thrillers,"Amid crime and corruption, the lives of two couples intertwine as unexpected events soon reveal their dark secrets and tainted pasts."
s4498,TV Show,Nobel,Norway,2016,R,TV Horror & Thrillers,A series of incidents in Afghanistan set complicated political and personal events in motion for a returning Norwegian Special Forces officer.
s4563,TV Show,Occupied,Norway,2019,TV-MA,TV Horror & Thrillers,"In the near future, Russia initiates a ""silk glove"" invasion of Norway to restart oil production, but soon uncertainty, chaos and danger erupt."
s7089,TV Show,Til Death Do Us Part,Taiwan Area,2019,TV-MA,TV Horror & Thrillers,"Based on the speculative short stories of MirrorFiction, this sci-fi thriller anthology plunges headlong into our deepest desires – and darkest fears."
s2475,TV Show,Gonul,Turkey,2015,TV-14,TV Horror & Thrillers,"A nurse escapes from her surgeon fiancé after his ex reveals his dark secrets. She later finds love again, but a car accident changes everything."
s7638,TV Show,Winter Sun,Turkey,2014,TV-MA,TV Horror & Thrillers,"Years after ruthless businessmen kill his father and order the death of his twin brother, a modest fisherman adopts a new persona to exact revenge."
s5121,TV Show,Reality Z,Brazil,2020,TV-MA,TV Horror & Thrillers,"With Rio de Janeiro under a zombie attack, reality show contestants shelter in a TV studio, where they must deal with more than flesh-eating hordes."
s5747,TV Show,Spectros,Brazil,2020,TV-MA,TV Horror & Thrillers,A group of teens get caught up in a supernatural clash as vengeful spirits from centuries past rise up in the Liberdade district of São Paulo.
s535,TV Show,Anjaan: Special Crimes Unit,India,2018,TV-14,TV Horror & Thrillers,"The cases are supernatural; the police officers human. Together, cops Aditi and Vikrant must solve mysteries from the realm of the paranormal."
s7293,TV Show,Typewriter,India,2019,TV-MA,TV Horror & Thrillers,"Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home’s buried past resurfaces in chilling ways."
s3227,TV Show,JU-ON: Origins,Japan,2020,TV-MA,TV Horror & Thrillers,A paranormal researcher searches obsessively for a cursed home where something terrible happened to a mother and her child long ago.
s993,TV Show,Bloodride,Norway,2020,TV-MA,TV Horror & Thrillers,"The doomed passengers aboard a spectral bus head toward a gruesome, unknown destination in this deliciously macabre horror anthology series."
s2462,TV Show,Goedam,South Korea,2020,TV-MA,TV Horror & Thrillers,"When night falls on the city, shadows and spirits come alive in this horror anthology series centered on urban legends."
s6430,TV Show,The Guest,South Korea,2018,TV-14,TV Horror & Thrillers,"Bound together by a tragic past, a psychic, a priest and a detective join forces to take down a powerful spirit that's driven by bloodthirst."
s7047,TV Show,ThirTEEN Terrors,Thailand,2014,TV-14,TV Horror & Thrillers,A group of teens searches for the dark truth behind their school's mysterious and brutal history.
s534,TV Show,Anjaan: Rural Myths,India,2018,TV-14,TV Horror & Thrillers,"Spine-chilling stories of malevolent spirits unfold in villages, jungles and haunted buildings across India."
s1623,TV Show,Darr Sabko Lagta Hai,India,2015,TV-MA,TV Horror & Thrillers,"In this chilling horror anthology series, actress and model Bipasha Basu meets people who have had disconcerting paranormal experiences."
s2138,TV Show,Fear Files... Har Mod Pe Darr,India,2015,TV-MA,TV Horror & Thrillers,"Possessed lovers, witches, haunted houses and more bring tales of horror to the screen in this anthology series."
s2020,TV Show,Equinox,Denmark,2020,TV-MA,TV Horror & Thrillers,"Haunted by visions after her sister vanished with her classmates 21 years before, Astrid begins an investigation that uncovers the dark, eerie truth."
s5665,TV Show,Sleepless Society: Nyctophobia,Thailand,2019,TV-MA,TV Horror & Thrillers,"Following the death of her child, a grief-stricken woman struggles to find peace until a mysterious boy appears, claiming to be her reincarnated son."
s3089,TV Show,Izzy's Koala World,Australia,2020,TV-Y,Kid & Teen TV Shows ,Young koala caretaker Izzy Bee and her family rescue cuddly creatures in need and help them head back into the wild on Australia’s Magnetic Island.
s3331,TV Show,Kazoops!,Australia,2017,TV-Y,Kid & Teen TV Shows ,Music meets imagination in this inventive animated series about thinking outside the box and having fun.
s7000,TV Show,The Wiggles,Australia,2015,TV-Y,Kid & Teen TV Shows ,"The top band for preschool kids, The Wiggles, entertains tots with spirited music, simple choreography and whimsical adventures."
s787,TV Show,Beat Bugs,Australia,2018,TV-Y,Kid & Teen TV Shows ,"With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard."
s4241,TV Show,Motown Magic,Australia,2019,TV-Y,Kid & Teen TV Shows ,"Imaginative boy Ben transforms his city by bringing colorful street art to life, armed with a magic paintbrush – and the classic sounds of Motown."
s1906,TV Show,Earth to Luna!,Brazil,2014,TV-Y,Kid & Teen TV Shows ,"Curious about everything and excited about science, 6-year-old Luna, her brother Jupiter and pet Clyde explore nature to learn about the world."
s7757,TV Show,Z4,Brazil,2018,TV-PG,Kid & Teen TV Shows ,Fading music biz veteran Zé realizes he has just one more chance at redemption: He must assemble a hit boy band from a ragtag group of pop newbies.
s1011,TV Show,Bo on the Go!,Canada,2007,TV-Y,Kid & Teen TV Shows ,"Staying at home doesn't mean sitting still for energetic Bo and her little dragon friend Dezzy, who embark on amazing adventures through movement."
s2045,TV Show,Ever After High,Canada,2016,TV-Y7,Kid & Teen TV Shows ,The kids of fairy-tale characters attend a school with two cliques: those who accept their fairy-tale destinies and those who want to write their own.
s3259,TV Show,Justin Time,Canada,2012,TV-Y,Kid & Teen TV Shows ,"In Justin's dreams, he and his imaginary friends Olive and Squidgy travel around the world learning about nature and other cultures."
s3592,TV Show,LEGO Ninjago,Canada,2020,TV-Y7,Kid & Teen TV Shows ,"While fighting foes across Ninjago City and beyond, the ninjas embark on new quests and gain newfound allies as the power of their friendship is tested."
